Request Rate,Payload Size,Unique IPs,Label
726,7929,35,1
1244,8286,42,1
1929,4083,13,1
1050,7063,41,1
521,6784,6,0
1807,756,47,1
10,7843,16,0
984,6939,5,0
378,6412,45,1
1657,8038,34,1
1661,6276,6,1
682,3385,33,1
584,9877,15,0
152,5659,15,0
720,3663,14,0
1073,4684,39,1
1178,4917,5,1
859,5141,26,0
1317,6282,48,1
1604,8126,17,1
50,3344,43,1
664,1140,47,1
531,2373,16,0
1636,3729,35,1
1084,2214,38,1
1191,7464,23,1
1226,1777,13,1
857,3194,33,1
146,9290,29,0
915,5973,46,1
1700,2384,34,1
1994,5152,34,1
993,7162,27,0
1463,1689,15,1
242,9453,9,0
581,2620,26,0
687,4748,3,0
1585,5829,36,1
483,794,47,1
1132,7907,5,1
1250,3783,20,1
673,6804,20,0
631,7468,5,0
661,2071,10,0
662,9795,16,0
1456,8155,25,1
805,4318,44,1
1679,1968,25,1
419,1771,30,0
988,9374,14,0
1479,1828,22,1
1184,7732,43,1
1547,6503,28,1
650,6192,30,0
969,2242,19,0
590,9440,38,1
1101,6284,42,1
509,6110,20,0
441,353,35,1
1278,4202,22,1
921,3642,15,0
770,2875,11,0
1344,7778,34,1
1827,6312,24,1
263,4737,6,0
1621,6134,17,1
1682,8557,28,1
1859,6576,31,1
1578,3248,36,1
1398,3459,9,1
637,1104,10,0
1191,4817,21,1
1961,3371,34,1
1777,309,31,1
459,9179,29,0
999,5639,43,1
1304,253,43,1
700,3693,11,0
302,8706,33,1
1555,1384,46,1
1604,3248,1,1
1242,868,21,1
1126,9274,23,1
554,5707,9,0
288,3302,1,0
1191,2887,21,1
621,2310,22,0
1006,9330,4,1
36,7499,1,0
744,6438,10,0
1765,8833,15,1
353,458,36,1
1700,949,29,1
1923,7598,46,1
73,4622,5,0
648,2644,29,0
1377,1931,47,1
1915,1572,47,1
1094,9728,27,1
425,429,25,0
999,5951,16,0
708,7132,16,0
1805,5366,36,1
561,4454,25,0
828,6535,41,1
1666,8078,1,1
956,4338,5,0
517,6212,41,1
428,4822,20,0
1563,1488,5,1
160,4285,36,1
149,9011,29,0
776,3335,48,1
1254,4676,34,1
1736,1200,48,1
1586,8964,18,1
67,8808,2,0
1014,2632,16,1
1836,7870,29,1
381,3770,33,1
58,881,16,0
1283,3623,35,1
342,6231,47,1
1862,4882,43,1
1154,9881,42,1
727,5095,17,0
1196,1601,4,1
770,3180,49,1
614,9368,4,0
1233,9392,25,1
1827,602,33,1
354,9631,14,0
1495,3985,24,1
1822,8109,11,1
116,723,25,0
1288,1150,28,1
662,7485,7,0
1836,6181,49,1
1466,5584,36,1
1572,3872,10,1
453,4016,49,1
1869,4118,36,1
1501,1429,31,1
287,4214,19,0
1327,3467,18,1
1017,8195,49,1
311,5241,6,0
208,4051,28,0
618,5184,7,0
446,1673,38,1
670,2734,12,0
633,2868,41,1
55,5402,34,1
912,6350,25,0
1036,1311,17,1
657,9067,33,1
1424,6055,23,1
1932,1260,9,1
1672,6077,6,1
980,7141,2,0
515,2483,38,1
1680,5976,9,1
1566,3640,3,1
237,4735,16,0
1303,1195,25,1
348,6001,24,0
627,8315,47,1
1128,1179,29,1
630,8470,44,1
1541,2947,40,1
1896,2060,26,1
1272,1573,38,1
364,4988,35,1
321,5079,23,0
1657,1312,4,1
286,5797,42,1
149,9101,14,0
1108,519,47,1
1990,3759,39,1
406,5383,7,0
978,9570,8,0
456,9732,42,1
1767,1440,19,1
800,5237,2,0
1185,5289,47,1
1013,1461,1,1
784,691,42,1
460,626,38,1
1574,7955,13,1
1524,1392,42,1
738,1754,44,1
509,287,24,0
1678,2858,32,1
1828,8820,30,1
481,8725,6,0
1687,6531,38,1
114,6137,33,1
749,8594,44,1
1602,4282,23,1
361,7073,10,0
341,537,46,1
770,932,15,0
761,9088,23,0
969,8851,36,1
449,9053,1,0
1867,5894,8,1
835,3674,3,0
1204,3885,14,1
1726,5320,17,1
1431,7850,34,1
1690,6918,47,1
1220,784,6,1
1490,4333,5,1
311,677,46,1
262,8107,41,1
1443,327,40,1
406,2428,29,0
1963,2831,35,1
143,9119,18,0
342,530,40,1
1340,9355,48,1
1125,1809,30,1
244,5882,15,0
490,1334,15,0
12,8593,16,0
1263,5305,33,1
561,1520,10,0
42,868,19,0
678,6134,37,1
594,9696,3,0
1453,8735,36,1
1827,3204,4,1
1182,4455,11,1
1240,3405,41,1
1694,1638,33,1
1486,1431,28,1
134,8268,32,1
1091,7039,16,1
1872,8361,9,1
1031,5658,11,1
948,6044,6,0
1550,7226,49,1
73,580,27,0
399,5363,12,0
1429,4194,22,1
1699,6267,40,1
578,2893,48,1
859,2992,37,1
130,1298,21,0
931,8111,33,1
1490,2472,17,1
1230,1992,29,1
1812,5890,40,1
1792,1983,10,1
266,5567,18,0
1561,897,47,1
1986,8309,13,1
793,8335,27,0
253,254,10,0
822,5062,32,1
1313,4180,41,1
164,8150,45,1
95,6047,3,0
1806,9717,22,1
833,4420,27,0
1134,1992,3,1
336,9189,33,1
822,3524,2,0
238,9550,11,0
381,2115,46,1
1460,6773,10,1
899,6132,39,1
483,4933,33,1
1961,9994,7,1
902,9165,15,0
1049,665,26,1
1677,7512,11,1
1141,2118,38,1
482,2414,27,0
1416,4512,39,1
917,3983,7,0
994,8316,1,0
964,6839,10,0
537,9429,21,0
1103,8002,15,1
1604,1289,30,1
1197,7256,30,1
1980,7442,8,1
1036,6984,24,1
1824,3257,19,1
128,5620,3,0
1632,1841,15,1
92,3788,36,1
1677,7585,6,1
543,5469,42,1
846,5744,48,1
1556,9189,18,1
1682,4123,38,1
989,816,19,0
1852,4067,49,1
447,7523,30,0
390,6550,13,0
672,3315,39,1
1885,7925,12,1
43,490,34,1
254,9991,12,0
1154,3137,44,1
1084,332,24,1
663,3231,4,0
467,7734,36,1
287,333,48,1
1011,1491,14,1
1541,9547,17,1
1491,989,49,1
1954,8002,3,1
778,845,38,1
345,527,23,0
642,831,13,0
382,899,9,0
1803,6607,21,1
690,7125,41,1
1277,9127,8,1
1951,7724,17,1
1080,8426,16,1
1487,5483,16,1
457,6307,28,0
983,2638,16,0
83,3818,46,1
1929,8332,46,1
1123,3467,14,1
149,5108,46,1
1353,5329,44,1
1180,7488,38,1
190,2515,20,0
1518,7271,45,1
883,3049,48,1
263,4361,41,1
1104,5245,34,1
400,3566,29,0
764,3188,3,0
609,1215,10,0
1284,4678,20,1
1796,2690,2,1
1639,7472,27,1
1576,3673,32,1
785,3078,10,0
101,9522,40,1
1383,7413,17,1
1404,7122,33,1
820,5075,6,0
1245,5025,39,1
820,8147,47,1
420,8190,18,0
124,8151,9,0
422,5392,8,0
1255,6745,25,1
1714,5503,31,1
1087,3530,42,1
1509,2095,4,1
1652,6130,20,1
1727,3991,28,1
1598,7245,40,1
768,8598,1,0
483,9654,40,1
519,2202,44,1
155,3130,23,0
92,8624,47,1
982,8207,13,0
1550,342,16,1
455,1984,26,0
1765,8115,31,1
598,9724,1,0
1669,6847,17,1
510,8594,16,0
1207,4430,37,1
386,7963,10,0
1598,3209,38,1
1755,2286,44,1
405,1650,31,1
246,746,10,0
742,6244,49,1
1615,4756,34,1
661,9004,6,0
650,637,28,0
1495,6672,28,1
1850,334,13,1
1912,9796,41,1
1447,6639,12,1
901,1474,40,1
65,2009,2,0
1037,9207,8,1
213,7318,42,1
242,180,9,0
493,2183,8,0
1237,1790,3,1
1717,856,9,1
338,2770,13,0
173,3851,9,0
672,8759,31,1
164,5361,25,0
465,6952,44,1
995,1594,45,1
497,5840,8,0
700,9311,47,1
395,8155,31,1
703,1001,45,1
1941,772,45,1
308,8730,31,1
1792,544,17,1
183,9257,47,1
629,8755,19,0
1818,2298,3,1
510,2387,46,1
1732,4108,30,1
546,9204,10,0
1588,596,49,1
624,1563,29,0
1788,6928,40,1
594,4353,18,0
744,593,12,0
1251,5165,49,1
1769,5530,23,1
1757,1526,11,1
1460,9984,9,1
1949,1893,24,1
1446,2823,25,1
554,758,25,0
21,4861,47,1
554,7730,9,0
397,8841,12,0
625,8934,11,0
105,4450,49,1
192,307,38,1
17,4290,28,0
1144,1983,8,1
393,2986,10,0
425,577,25,0
129,9053,47,1
1154,8481,36,1
572,6954,43,1
1584,855,9,1
29,9738,41,1
1121,5031,8,1
1034,9955,3,1
242,5824,18,0
1850,4250,46,1
1980,4160,35,1
232,4865,17,0
789,3712,36,1
1308,6653,28,1
715,7478,15,0
759,1789,19,0
802,1416,22,0
776,7230,6,0
1979,3286,47,1
726,5889,7,0
200,1245,44,1
945,4494,48,1
79,8042,9,0
1937,7648,20,1
956,660,37,1
1879,2012,11,1
856,1964,2,0
1197,396,22,1
467,2509,48,1
581,7730,36,1
1440,1561,5,1
940,4392,7,0
449,2368,6,0
87,1094,22,0
101,6654,10,0
1032,107,46,1
845,2615,40,1
1224,1517,46,1
1529,2416,46,1
87,7458,20,0
43,4032,28,0
1409,6304,23,1
1645,1387,35,1
1459,1218,1,1
408,8844,29,0
1507,7737,9,1
664,760,9,0
1041,9007,22,1
1669,7022,2,1
148,8204,16,0
277,6437,40,1
232,2629,6,0
1850,4070,13,1
1951,3507,33,1
366,9750,19,0
1252,9146,15,1
1675,7516,33,1
436,4860,10,0
399,1997,1,0
1235,6464,12,1
1415,8564,43,1
499,4187,29,0
540,9564,17,0
563,4474,4,0
1515,7707,29,1
442,4119,7,0
1285,915,44,1
773,7355,13,0
350,1022,5,0
1376,4967,6,1
520,1364,34,1
1344,3824,7,1
138,2822,46,1
1574,5455,28,1
1647,2650,46,1
992,5419,10,0
368,6786,4,0
1244,1773,3,1
1361,4687,25,1
1247,5453,23,1
1672,6957,27,1
1792,1766,14,1
360,4611,38,1
921,6272,32,1
329,1484,23,0
962,4503,47,1
463,4054,40,1
946,6405,37,1
963,8352,3,0
1585,7338,35,1
1828,7081,13,1
1406,6126,34,1
836,6709,24,0
1614,8764,1,1
1641,1058,12,1
169,8824,8,0
217,593,19,0
378,7142,9,0
119,181,28,0
190,7099,14,0
767,3070,27,0
370,111,18,0
1802,7924,42,1
149,861,41,1
1700,3285,6,1
652,125,33,1
1883,1906,37,1
1512,6751,42,1
770,5764,25,0
374,5254,13,0
781,5924,23,0
1717,3759,36,1
160,1625,33,1
351,860,21,0
1936,694,34,1
1312,7292,36,1
1312,1155,17,1
892,3183,10,0
1250,3775,23,1
523,9750,44,1
522,6057,2,0
783,5355,35,1
273,9511,14,0
936,4328,47,1
1426,4281,45,1
183,9791,41,1
1993,1930,2,1
1689,3495,19,1
488,1303,16,0
1851,2910,43,1
846,3192,44,1
124,3144,25,0
985,6171,1,0
1650,7372,2,1
790,4773,48,1
414,3614,27,0
1749,6292,2,1
1196,244,30,1
1312,7607,10,1
1459,4957,19,1
686,1477,42,1
113,3246,16,0
888,5124,13,0
1941,893,48,1
122,9893,8,0
1568,5856,31,1
1246,4514,45,1
1655,1210,25,1
39,5772,39,1
497,4153,21,0
780,4037,38,1
1257,4063,41,1
943,5042,29,0
1554,5997,6,1
149,9074,18,0
1421,1216,49,1
1022,1850,44,1
661,4127,35,1
1662,5845,27,1
1928,5164,5,1
302,9779,7,0
1384,6038,10,1
238,3497,10,0
647,8365,28,0
663,1459,36,1
236,9383,10,0
1760,4953,35,1
203,2041,35,1
256,3248,37,1
598,8033,48,1
662,9536,20,0
235,1385,13,0
1369,6574,11,1
534,870,45,1
860,1943,19,0
1821,173,28,1
1805,1760,38,1
1490,4449,45,1
770,7202,4,0
541,8100,37,1
213,9111,19,0
463,3918,37,1
436,431,14,0
283,1521,31,1
1586,7612,28,1
1631,6990,36,1
1487,5031,44,1
1431,9983,38,1
88,6125,19,0
1068,4508,42,1
461,5213,1,0
278,8519,23,0
1707,2981,28,1
421,2965,48,1
1725,2675,4,1
1377,6285,41,1
696,8756,18,0
515,5841,49,1
703,377,47,1
1654,165,39,1
19,4362,25,0
23,5804,18,0
413,8694,6,0
1054,8089,19,1
1831,6355,12,1
108,7541,25,0
1391,4792,35,1
1305,4519,1,1
1152,8060,5,1
1253,6178,1,1
1135,1537,8,1
136,8720,39,1
362,7132,47,1
1210,5831,43,1
1680,3478,18,1
1608,8684,46,1
129,6447,9,0
1900,6501,5,1
1285,6729,4,1
515,4641,44,1
449,7976,29,0
1924,8633,1,1
1128,8424,30,1
1507,364,45,1
1248,9977,1,1
1856,1534,3,1
874,5427,22,0
1890,5197,8,1
1515,1760,18,1
473,5792,25,0
1034,2454,48,1
1429,8557,20,1
1920,6561,31,1
302,9428,30,0
231,7144,16,0
1755,5597,2,1
923,4649,17,0
1090,6434,10,1
937,6110,7,0
112,5026,42,1
1037,9682,9,1
1417,9404,17,1
500,6165,9,0
932,2279,9,0
598,5067,37,1
234,734,24,0
602,3731,39,1
314,9691,11,0
566,4777,8,0
1036,2318,25,1
209,1489,46,1
1998,4376,2,1
1038,1349,10,1
1657,7740,24,1
1442,5812,48,1
1461,1345,16,1
1401,8345,19,1
1044,542,31,1
587,7076,11,0
1936,4775,6,1
1779,8053,6,1
1759,4477,32,1
1015,7158,39,1
1094,922,48,1
1848,3039,13,1
1235,7196,3,1
1125,5865,41,1
698,1131,35,1
132,662,38,1
1647,440,17,1
1405,4667,3,1
1156,7962,34,1
1044,2396,12,1
1930,334,24,1
536,5302,6,0
1014,9408,42,1
227,9709,11,0
1178,1391,48,1
1829,4827,27,1
1766,8820,48,1
1493,3039,24,1
822,5535,18,0
871,7081,27,0
405,5492,41,1
202,9621,21,0
38,8072,34,1
942,1333,33,1
1796,2900,48,1
188,2875,18,0
1081,6144,3,1
941,3587,24,0
1044,7483,1,1
273,3950,6,0
1143,5097,19,1
583,990,22,0
516,6020,43,1
1245,1288,8,1
526,5744,5,0
1539,840,9,1
1752,1469,47,1
1765,9681,21,1
336,2100,28,0
698,1571,46,1
1079,1636,4,1
500,418,24,0
900,5253,8,0
1912,1994,17,1
766,8091,34,1
536,9567,20,0
162,8692,16,0
1694,6035,10,1
594,823,34,1
1939,2429,43,1
159,9427,10,0
1212,2870,30,1
60,7645,30,0
915,4946,25,0
1841,367,46,1
1343,669,43,1
1902,2073,41,1
211,8837,7,0
406,2922,47,1
664,4560,20,0
1133,370,17,1
1100,7741,3,1
542,9030,47,1
1338,6780,46,1
998,1357,40,1
1141,8350,36,1
927,5470,26,0
868,4958,10,0
1728,8681,34,1
19,9010,14,0
432,7099,8,0
1709,220,27,1
740,7008,10,0
1374,2403,15,1
183,4961,37,1
113,3011,22,0
1207,9091,45,1
481,7336,31,1
1170,5665,2,1
831,6631,45,1
1652,1209,31,1
1137,7029,14,1
763,1350,10,0
476,8277,30,0
763,1749,36,1
1327,7451,47,1
971,6011,40,1
1849,9637,15,1
1020,3056,14,1
1142,5928,31,1
1837,5094,29,1
161,6536,27,0
401,8776,21,0
198,7714,9,0
1284,9094,20,1
660,1815,35,1
1776,8250,15,1
1071,3583,24,1
399,7775,49,1
1734,1857,16,1
1583,1909,36,1
78,5639,11,0
124,6148,8,0
75,9962,3,0
1895,1251,19,1
137,5592,46,1
602,6811,41,1
1424,6402,3,1
837,4847,36,1
1529,8502,25,1
500,4781,36,1
1597,2607,11,1
138,3063,16,0
50,3528,17,0
1795,7594,42,1
973,4055,24,0
1643,3805,17,1
1649,4138,48,1
1886,9344,20,1
254,813,22,0
1654,7360,6,1
710,7111,7,0
1873,8979,14,1
1901,8621,11,1
563,1846,12,0
757,1307,46,1
1939,884,5,1
1450,2796,5,1
547,7173,20,0
1326,5136,15,1
922,7227,26,0
581,3818,33,1
1373,5875,30,1
1856,8010,24,1
1957,2793,23,1
49,725,9,0
917,3808,3,0
1098,6959,36,1
704,9053,48,1
261,7792,7,0
356,6498,22,0
1606,7352,14,1
1626,1655,48,1
1284,8967,29,1
638,4287,16,0
743,7867,48,1
1319,136,34,1
1010,1887,10,1
931,6383,7,0
641,8160,25,0
792,8165,27,0
1337,3980,15,1
612,6032,32,1
1862,8428,28,1
809,6433,9,0
1206,5859,7,1
686,6585,16,0
1852,5167,26,1
1388,761,35,1
188,8073,17,0
1593,6486,23,1
1567,7987,8,1
1620,514,2,1
1688,6950,31,1
985,8634,32,1
548,2829,29,0
725,3997,3,0
926,2269,8,0
1432,1978,2,1
876,6554,31,1
618,4670,49,1
414,1615,37,1
1366,674,20,1
1244,2967,29,1
903,3644,17,0
163,4577,10,0
1975,171,41,1
1244,3080,22,1
270,9409,6,0
632,5592,43,1
906,9651,34,1
1872,4859,31,1
1424,9807,12,1
1206,8184,12,1
1642,139,16,1
1753,9674,25,1
205,5473,22,0
582,7665,27,0
1580,2000,24,1
841,2317,12,0
1837,4896,18,1
1252,4706,45,1
1720,1383,47,1
1643,8875,16,1
596,8750,4,0
1874,915,12,1
250,2611,49,1
875,346,33,1
1465,4925,22,1
1557,6616,18,1
196,516,48,1
690,6802,33,1
1953,3817,27,1
1543,207,42,1
1094,9130,19,1
639,4613,48,1
1423,1521,14,1
672,7383,25,0
1784,355,34,1
1227,7348,24,1
1172,9129,38,1
1496,3062,23,1
1679,2382,5,1
944,8844,44,1
199,8472,36,1
1941,1577,24,1
1450,8862,36,1
1690,5052,5,1
492,5980,39,1
1912,5692,6,1
896,7191,45,1
142,691,36,1
1337,6377,45,1
165,2360,4,0
314,447,10,0
21,8457,1,0
1106,5132,21,1
1605,4543,40,1
1155,8874,39,1
1623,6969,37,1
1754,5796,3,1
1957,3138,47,1
984,2945,31,1
305,7964,27,0
1939,6709,17,1
371,1365,23,0
1881,2374,13,1
853,2570,47,1
384,2677,27,0
1932,3760,20,1
445,1168,46,1
425,5691,13,0
161,6074,44,1
1202,4929,24,1
629,2050,41,1
1732,8383,3,1
895,3193,43,1
490,5411,10,0
1017,1487,1,1
327,4374,49,1
598,2385,13,0
1015,3306,14,1
289,3024,33,1
593,7145,2,0
1688,8571,2,1
1597,1718,39,1
573,8662,41,1
1378,5996,31,1
28,7943,4,0
954,9995,34,1
43,7163,19,0
1705,8595,37,1
423,1448,9,0
1622,5656,24,1
177,5389,13,0
529,2522,44,1
1634,3728,30,1
966,2528,19,0
1518,3133,41,1
198,6257,10,0
610,8960,42,1
1601,8791,44,1
842,7913,14,0
853,1514,40,1
1541,6808,48,1
1538,8821,49,1
22,6735,20,0
1136,3721,4,1
1081,5415,38,1
1090,854,44,1
842,2447,39,1
98,826,5,0
1168,5023,42,1
1904,2749,32,1
435,2915,6,0
637,9166,14,0
1703,3379,6,1
1110,3084,14,1
588,3907,12,0
344,7976,27,0
1960,6199,26,1
1318,707,12,1
1980,6269,8,1
571,7890,10,0
1674,5673,16,1
611,734,26,0
1728,1174,8,1
243,2014,41,1
1855,688,45,1
561,3331,29,0
960,6451,20,0
32,3938,17,0
391,2073,19,0
277,5144,17,0
532,6203,39,1
1178,6783,1,1
383,5937,29,0
1092,9543,14,1
1902,6883,17,1
884,5694,13,0
214,3922,29,0
1679,3489,34,1
376,6014,27,0
744,1880,46,1
213,3788,33,1
79,7311,29,0
1750,5137,37,1
628,6419,39,1
604,9969,19,0
782,8740,46,1
1947,181,24,1
1405,6378,14,1
1001,7099,47,1
680,1506,37,1
58,7510,5,0
1820,1580,24,1
1050,9371,34,1
881,3698,31,1
447,8093,30,0
66,4283,9,0
1945,3780,27,1
1784,7744,28,1
1278,4410,42,1
1923,1858,26,1
1992,2699,18,1
1068,5716,36,1
1121,5913,8,1
1578,3953,18,1
1012,2392,20,1
227,1601,32,1
774,8522,29,0
679,7650,49,1
1460,4350,48,1
1815,9490,18,1
601,7091,7,0
379,214,1,0
1202,9705,28,1
1451,4506,33,1
1939,9284,4,1
709,2447,20,0
307,1141,36,1
779,7027,31,1
504,111,38,1
268,8080,28,0
1610,7971,3,1
8,6475,6,0
1944,7198,45,1
508,3776,23,0
476,6209,7,0
1321,5497,36,1
164,3165,1,0
485,2136,6,0
1621,3146,24,1
1096,640,37,1
567,176,45,1
905,3167,36,1
559,123,24,0
1935,5234,38,1
1968,775,45,1
238,6768,29,0
1128,4367,37,1
1234,6088,45,1
554,7752,32,1
828,8780,25,0
468,1585,10,0
1478,3759,35,1
1292,2519,25,1
386,7840,27,0
775,7243,45,1
848,3595,32,1
387,856,12,0
877,8548,4,0
259,1879,42,1
283,6587,26,0
1650,9764,3,1
1899,358,17,1
40,4175,9,0
486,8598,29,0
929,8114,1,0
220,1218,18,0
1153,7731,41,1
1015,3117,20,1
1024,4441,41,1
1544,1758,34,1
613,8478,28,0
928,1897,48,1
1916,9216,35,1
688,884,16,0
1643,5791,21,1
613,3296,13,0
260,9652,35,1
990,8632,42,1
966,662,32,1
366,4846,38,1
1782,3099,6,1
1811,1293,38,1
544,168,38,1
649,5779,13,0
1548,2528,46,1
1931,6300,39,1
814,5496,13,0
1911,7093,47,1
1040,3698,12,1
1153,9135,33,1
575,673,28,0
1133,4314,3,1
1911,7736,18,1
1013,1578,26,1
1557,9805,40,1
670,6227,2,0
269,9260,4,0
1186,6776,28,1
1284,2296,28,1
924,9803,25,0
1126,8266,26,1
1530,8946,45,1
1759,6150,47,1
1595,4750,2,1
247,8584,42,1
1664,4626,34,1
1819,4512,30,1
1861,5543,21,1
1561,9880,44,1
131,8887,37,1
353,2693,44,1
196,9207,23,0
1817,6952,33,1
1940,6729,2,1
930,3969,27,0
1690,8071,48,1
1406,9267,22,1
1022,9367,34,1
645,7922,16,0
227,3089,20,0
701,7162,26,0
1500,5440,16,1
1501,9743,6,1
265,3923,45,1
1396,4032,44,1
1510,8654,23,1
1458,2529,42,1
646,7544,37,1
211,7247,8,0
1596,7731,6,1
1964,3698,37,1
1401,4429,22,1
1419,6818,6,1
1474,8318,32,1
943,192,17,0
1388,8600,38,1
1900,151,17,1
457,418,37,1
725,5788,23,0
1752,7118,49,1
1250,7310,49,1
982,4056,13,0
1155,6157,32,1
588,6975,22,0
476,4531,7,0
1822,1625,22,1
986,7143,21,0
1301,1378,6,1
156,8805,14,0
1784,6225,16,1
1242,7974,3,1
190,7000,9,0
1441,2600,47,1
981,3564,21,0
1699,2359,30,1
1716,7596,30,1
546,2759,42,1
41,355,42,1
307,1602,32,1
943,4756,23,0
338,5530,3,0
1338,8698,1,1
1099,3276,3,1
953,1960,37,1
279,6258,7,0
1200,5906,3,1
896,4454,36,1
1686,822,49,1
273,7679,3,0
837,9574,4,0
620,713,31,1
1675,3431,2,1
862,5890,14,0
1807,3216,37,1
1883,9104,31,1
931,430,2,0
289,2312,31,1
724,9508,47,1
893,5593,43,1
272,7332,22,0
1954,5714,10,1
1090,6013,30,1
483,6013,33,1
936,5711,19,0
248,9532,46,1
156,419,25,0
1071,8185,46,1
1959,4300,1,1
454,4891,32,1
201,429,25,0
1684,8951,41,1
124,6842,17,0
1,5016,14,0
968,1893,45,1
1783,6557,13,1
855,8225,38,1
640,5803,39,1
191,6270,2,0
1603,6744,32,1
516,7520,32,1
442,4255,40,1
1945,8511,6,1
1839,2711,25,1
1830,5791,3,1
143,2693,18,0
1215,195,38,1
533,9280,43,1
227,9404,3,0
1337,6141,48,1
1653,5163,5,1
949,8537,24,0
1326,3449,34,1
1678,7744,47,1
460,6660,48,1
1425,5347,39,1
551,5456,48,1
393,4177,24,0
1891,4998,36,1
1788,1517,28,1
845,8946,48,1
1231,210,49,1
210,8381,34,1
1139,9054,16,1
1761,7491,36,1
646,5232,7,0
1275,2604,18,1
219,9756,6,0
407,8389,28,0
1467,5339,39,1
1627,392,34,1
1378,1834,41,1
888,5220,29,0
558,6493,4,0
550,2296,14,0
142,3566,5,0
612,2006,25,0
501,1821,39,1
840,1916,8,0
702,8544,15,0
1571,4327,19,1
1683,5875,11,1
1566,3949,20,1
1870,5328,36,1
1531,6949,18,1
596,1158,14,0
1905,2422,38,1
281,8478,25,0
424,1048,16,0
856,8279,18,0
270,4459,1,0
154,5760,40,1
614,7354,1,0
1751,8501,1,1
662,2193,21,0
1968,1663,25,1
83,8317,27,0
1646,274,10,1
947,1434,12,0
899,421,28,0
1450,5798,49,1
1299,5704,32,1
1737,6842,33,1
284,7536,8,0
980,8624,42,1
173,5774,26,0
1351,5102,42,1
1742,1010,41,1
1087,1049,2,1
1097,5525,35,1
763,2614,34,1
1660,7801,6,1
1399,200,31,1
633,4746,23,0
1532,7045,12,1
787,2500,28,0
943,5901,15,0
1012,2443,19,1
398,452,12,0
1144,3055,48,1
934,1118,2,0
1461,1279,11,1
1853,5293,44,1
676,3636,37,1
936,2602,38,1
465,3919,25,0
286,6955,43,1
265,1079,21,0
320,1076,42,1
673,9663,36,1
1400,2380,9,1
820,5997,12,0
89,207,10,0
1678,9264,46,1
1227,1726,5,1
821,8995,33,1
1763,6329,5,1
1001,6977,16,1
1979,974,37,1
334,5643,37,1
222,3909,29,0
41,2207,18,0
1732,9565,29,1
68,659,6,0
988,8408,18,0
1800,5069,32,1
514,3146,42,1
1897,143,47,1
1661,608,31,1
1646,6207,11,1
1622,3539,26,1
1961,4028,28,1
1656,5511,27,1
1151,1016,19,1
1279,898,45,1
695,5071,27,0
1040,1860,20,1
477,3375,3,0
1086,918,16,1
881,5140,39,1
432,3165,44,1
1694,3359,29,1
268,1006,15,0
1059,702,30,1
779,4395,40,1
1600,3627,49,1
494,4643,1,0
1586,1911,29,1
1493,9132,30,1
1791,8063,40,1
661,5349,46,1
1349,4715,32,1
1328,9328,10,1
1300,9016,27,1
1893,6866,8,1
1987,9279,36,1
1708,902,42,1
1953,2682,35,1
1013,6545,36,1
1225,3937,48,1
1469,8818,36,1
1929,1765,25,1
1348,9430,20,1
1059,8751,45,1
977,7075,17,0
482,2652,23,0
728,7575,25,0
480,2908,48,1
1089,5733,49,1
1032,6196,31,1
1325,8923,6,1
343,2556,35,1
1455,9273,4,1
1448,5523,40,1
332,4417,20,0
438,1656,41,1
1612,2305,1,1
174,4055,45,1
559,9213,26,0
527,6905,34,1
1897,504,10,1
659,1720,23,0
26,3052,49,1
820,8180,24,0
605,3218,13,0
406,7480,29,0
232,6730,46,1
533,9886,27,0
1843,665,31,1
1574,4899,43,1
1812,7770,10,1
505,2968,31,1
1693,9149,39,1
179,9576,10,0
132,8876,24,0
1847,4427,33,1
1479,6513,14,1
348,7714,35,1
540,1345,45,1
772,8343,34,1
1430,637,17,1
76,640,21,0
1965,914,32,1
579,1515,3,0
854,1752,15,0
1516,4162,8,1
194,2456,32,1
1186,3910,38,1
347,9155,26,0
951,285,30,0
1385,1651,9,1
1793,7113,32,1
1608,861,11,1
1111,9571,22,1
1958,6263,34,1
1286,7735,41,1
214,3381,18,0
1689,1636,19,1
1746,6301,18,1
1937,3264,37,1
573,2870,18,0
780,7499,12,0
262,3945,4,0
730,3535,47,1
283,4810,43,1
1672,661,27,1
1491,4817,5,1
1404,7723,6,1
362,7287,13,0
1473,2280,23,1
441,2060,42,1
93,3979,25,0
1645,5253,46,1
753,7135,4,0
867,3370,32,1
1448,4787,44,1
142,682,15,0
1315,9905,26,1
1456,9393,42,1
749,388,11,0
1876,5764,9,1
1848,8079,11,1
1713,3959,2,1
653,3160,45,1
701,1283,27,0
998,4435,26,0
49,1546,8,0
1326,6779,21,1
881,6313,21,0
1214,2003,8,1
1160,7994,1,1
555,9369,38,1
404,2477,13,0
892,947,9,0
865,7470,28,0
602,6441,6,0
1831,1339,47,1
341,5700,23,0
1781,9624,48,1
1969,4891,36,1
704,2465,17,0
318,5155,9,0
618,5722,12,0
1387,472,22,1
1846,7883,12,1
382,2049,6,0
233,344,44,1
1801,7895,9,1
1368,5872,37,1
1573,224,3,1
817,2019,34,1
553,9927,8,0
1553,9717,10,1
856,9832,47,1
1813,630,41,1
819,7949,42,1
1595,7029,43,1
1959,4449,9,1
183,4856,14,0
1065,1901,37,1
1575,5256,27,1
397,7956,41,1
1728,5561,32,1
779,9328,4,0
1518,5402,2,1
1683,7532,33,1
907,6289,21,0
1357,1242,1,1
